painting	paintingLabel	depictedLabels	depicteds	Genre
http://www.wikidata.org/entity/Q18572318	Summer	cherry@summer@vegetable@man@grape@Cynara scolymus@hazelnut@fruit	http://www.wikidata.org/entity/Q196@http://www.wikidata.org/entity/Q1313@http://www.wikidata.org/entity/Q11004@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q10978@http://www.wikidata.org/entity/Q134609@http://www.wikidata.org/entity/Q578307@http://www.wikidata.org/entity/Q3314483	Allegory
http://www.wikidata.org/entity/Q3924777	Prudence	woman@snake@mirror@dress@sitting@prudence@throne@sandal	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q2102@http://www.wikidata.org/entity/Q35197@http://www.wikidata.org/entity/Q200539@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q1165788@http://www.wikidata.org/entity/Q189233@http://www.wikidata.org/entity/Q131704	Allegory
http://www.wikidata.org/entity/Q18572482	Europe Civilized by Sciences, Arts and Humanities	Europe	http://www.wikidata.org/entity/Q46	Allegory
http://www.wikidata.org/entity/Q18573806	Allegory of Military Life	Earth@horse@drum@map@sphere@Jupiter@cannon@Minerva@infantry@Heracles@strategy@military officer@putto@general staff@discussion@soldier@musician	http://www.wikidata.org/entity/Q2@http://www.wikidata.org/entity/Q726@http://www.wikidata.org/entity/Q11404@http://www.wikidata.org/entity/Q4006@http://www.wikidata.org/entity/Q12507@http://www.wikidata.org/entity/Q4649@http://www.wikidata.org/entity/Q81103@http://www.wikidata.org/entity/Q126916@http://www.wikidata.org/entity/Q29171@http://www.wikidata.org/entity/Q122248@http://www.wikidata.org/entity/Q185451@http://www.wikidata.org/entity/Q189290@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q495430@http://www.wikidata.org/entity/Q3030248@http://www.wikidata.org/entity/Q4991371@http://www.wikidata.org/entity/Q639669	Allegory
http://www.wikidata.org/entity/Q18523114	Peace and Justice	peace@justice	http://www.wikidata.org/entity/Q454@http://www.wikidata.org/entity/Q5167661	Allegory
http://www.wikidata.org/entity/Q18573883	The Fight between Germany and From for the Rhine	France@Germany@Rhine	http://www.wikidata.org/entity/Q142@http://www.wikidata.org/entity/Q183@http://www.wikidata.org/entity/Q584	Allegory
http://www.wikidata.org/entity/Q18573901	Allegory of France as Minerva Trampling Ignorance and Crowning Virtue	France@woman@book@sphere@spear@symbol@scythe@Minerva@Saturn@virtue@crown@genius@spotting scope@prudence@sculpture in the round	http://www.wikidata.org/entity/Q142@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q571@http://www.wikidata.org/entity/Q12507@http://www.wikidata.org/entity/Q44475@http://www.wikidata.org/entity/Q80071@http://www.wikidata.org/entity/Q130912@http://www.wikidata.org/entity/Q126916@http://www.wikidata.org/entity/Q134388@http://www.wikidata.org/entity/Q157811@http://www.wikidata.org/entity/Q170984@http://www.wikidata.org/entity/Q654361@http://www.wikidata.org/entity/Q1752914@http://www.wikidata.org/entity/Q1165788@http://www.wikidata.org/entity/Q2520013	Allegory
http://www.wikidata.org/entity/Q18573429	Allegory of Arts	astronomy@woman@book@violin@pyramid@compass@score@sitting@sculpture in the round	http://www.wikidata.org/entity/Q333@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q571@http://www.wikidata.org/entity/Q8355@http://www.wikidata.org/entity/Q12516@http://www.wikidata.org/entity/Q103896@http://www.wikidata.org/entity/Q187947@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q2520013	Allegory
http://www.wikidata.org/entity/Q3932055	The Reign of Comus	Mercury@hill@Dionysus@Cupid@Eros@Venus@Janus@Comus@string instrument@broad-leaved tree@plain@lyre@Arion@Anteros@Bacchus@Nicaea	http://www.wikidata.org/entity/Q1150@http://www.wikidata.org/entity/Q54050@http://www.wikidata.org/entity/Q41680@http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q121973@http://www.wikidata.org/entity/Q47652@http://www.wikidata.org/entity/Q167685@http://www.wikidata.org/entity/Q1780711@http://www.wikidata.org/entity/Q1798603@http://www.wikidata.org/entity/Q148993@http://www.wikidata.org/entity/Q160091@http://www.wikidata.org/entity/Q201129@http://www.wikidata.org/entity/Q312422@http://www.wikidata.org/entity/Q572133@http://www.wikidata.org/entity/Q645312@http://www.wikidata.org/entity/Q739037	Allegory
http://www.wikidata.org/entity/Q18447502	Allegory of Vigilance	plant@man@bracelet@rooster	http://www.wikidata.org/entity/Q756@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q201664@http://www.wikidata.org/entity/Q2216236	Allegory
http://www.wikidata.org/entity/Q18572283	Spring	flower@spring@man@garland	http://www.wikidata.org/entity/Q506@http://www.wikidata.org/entity/Q1312@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q756600	Allegory
http://www.wikidata.org/entity/Q18572291	Winter	flower@winter@man@trunk@head hair@garland@lemon@mouth@tree@mushroom@Hedera@root@sword	http://www.wikidata.org/entity/Q506@http://www.wikidata.org/entity/Q1311@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q193472@http://www.wikidata.org/entity/Q336128@http://www.wikidata.org/entity/Q756600@http://www.wikidata.org/entity/Q1093742@http://www.wikidata.org/entity/Q9635@http://www.wikidata.org/entity/Q10884@http://www.wikidata.org/entity/Q83093@http://www.wikidata.org/entity/Q26771@http://www.wikidata.org/entity/Q41500@http://www.wikidata.org/entity/Q12791	Allegory
http://www.wikidata.org/entity/Q18572495	Triumph of French Painting: Apotheosis of Poussin, Le Sueur and Le Brun	woman@book@nudity@scythe@lyre@apotheosis@painter	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q571@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q130912@http://www.wikidata.org/entity/Q201129@http://www.wikidata.org/entity/Q580995@http://www.wikidata.org/entity/Q1028181	Allegory
http://www.wikidata.org/entity/Q18573086	Terrestrial Venus with Eros and Celestial Venus with Anteros and Two Cupids	woman@Cupid@child@nudity@bow@vegetation@Venus@quiver@shield@broad-leaved tree@Grotesque art@Anteros	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q7569@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q46311@http://www.wikidata.org/entity/Q187997@http://www.wikidata.org/entity/Q47652@http://www.wikidata.org/entity/Q222560@http://www.wikidata.org/entity/Q131559@http://www.wikidata.org/entity/Q148993@http://www.wikidata.org/entity/Q16640163@http://www.wikidata.org/entity/Q572133	Allegory
http://www.wikidata.org/entity/Q18573674	Allegory of Justice	woman@weighing scale@sword@putto@justice@sitting	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q134566@http://www.wikidata.org/entity/Q12791@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q5167661@http://www.wikidata.org/entity/Q1144593	Allegory
http://www.wikidata.org/entity/Q18573882	Modesty Presenting Painting to the Academy	woman@Cupid@education	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q8434	Allegory
http://www.wikidata.org/entity/Q18683145	The King governs by himself, 1661	lion@woman	http://www.wikidata.org/entity/Q140@http://www.wikidata.org/entity/Q467	Allegory
http://www.wikidata.org/entity/Q18572483	Arts Pay Hommage to Concord	art	http://www.wikidata.org/entity/Q735	Allegory
http://www.wikidata.org/entity/Q18683144	Order restored in the Kingdom's finances	France@woman	http://www.wikidata.org/entity/Q142@http://www.wikidata.org/entity/Q467	Allegory
http://www.wikidata.org/entity/Q18571777	Inspiration	man@writing	http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q37260	Allegory
http://www.wikidata.org/entity/Q18572287	Autumn	autumn@grape	http://www.wikidata.org/entity/Q1314@http://www.wikidata.org/entity/Q10978	Allegory
http://www.wikidata.org/entity/Q11088732	Rêve de printemps	flower@spring@Cupid@girl@forest@long hair@nudity@tree@blond hair@flight@headband@chiton@sitting@dreams@umbilicus@arrow@rose@Eros@Flora@putto@arches of the foot@understory@grass@barefoot@black hair@wreath@Erotes@bird's wing@malleolus	http://www.wikidata.org/entity/Q506@http://www.wikidata.org/entity/Q1312@http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q3031@http://www.wikidata.org/entity/Q4421@http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q10884@http://www.wikidata.org/entity/Q202466@http://www.wikidata.org/entity/Q206021@http://www.wikidata.org/entity/Q934849@http://www.wikidata.org/entity/Q944031@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q36348@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q45922@http://www.wikidata.org/entity/Q102231@http://www.wikidata.org/entity/Q121973@http://www.wikidata.org/entity/Q209644@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q3563476@http://www.wikidata.org/entity/Q422666@http://www.wikidata.org/entity/Q643352@http://www.wikidata.org/entity/Q808132@http://www.wikidata.org/entity/Q1922956@http://www.wikidata.org/entity/Q1201922@http://www.wikidata.org/entity/Q1361380@http://www.wikidata.org/entity/Q15719234@http://www.wikidata.org/entity/Q6578319	Allegory
http://www.wikidata.org/entity/Q18523109	Truth and Mercy	truth@forgiveness	http://www.wikidata.org/entity/Q7949@http://www.wikidata.org/entity/Q537963	Allegory
http://www.wikidata.org/entity/Q18573804	The Benefits of Peace	peace	http://www.wikidata.org/entity/Q454	Allegory
http://www.wikidata.org/entity/Q18572480	France, under the guise of Minerva, Protecting the Arts	art of sculpture@art of painting@architecture@Minerva@torch@cornucopia@helmet@mourning@arts@protection@palette@woman@cloud	http://www.wikidata.org/entity/Q11634@http://www.wikidata.org/entity/Q11629@http://www.wikidata.org/entity/Q12271@http://www.wikidata.org/entity/Q126916@http://www.wikidata.org/entity/Q327954@http://www.wikidata.org/entity/Q332682@http://www.wikidata.org/entity/Q173603@http://www.wikidata.org/entity/Q750652@http://www.wikidata.org/entity/Q2018526@http://www.wikidata.org/entity/Q2251595@http://www.wikidata.org/entity/Q425548@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q8074	Allegory
http://www.wikidata.org/entity/Q18683138	Louis XVI, King of France and Navarre	woman@sword@regalia@coronation@clothing@weighing scale@glove@Louis Auguste, Duke of Maine@seat@justice	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q12791@http://www.wikidata.org/entity/Q119814@http://www.wikidata.org/entity/Q209715@http://www.wikidata.org/entity/Q11460@http://www.wikidata.org/entity/Q134566@http://www.wikidata.org/entity/Q169031@http://www.wikidata.org/entity/Q361117@http://www.wikidata.org/entity/Q2207370@http://www.wikidata.org/entity/Q5167661	Allegory
http://www.wikidata.org/entity/Q18683141	Capture of the city and citadel of Gand in six days, 1678	woman@cloud@trumpet@shield@lightning@spear@citadel	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q8074@http://www.wikidata.org/entity/Q8338@http://www.wikidata.org/entity/Q131559@http://www.wikidata.org/entity/Q33741@http://www.wikidata.org/entity/Q44475@http://www.wikidata.org/entity/Q88291	Allegory
http://www.wikidata.org/entity/Q18573249	Jupiter Hurling Thunderbolts at the Vices	Jupiter@Zeus	http://www.wikidata.org/entity/Q4649@http://www.wikidata.org/entity/Q34201	Allegory
http://www.wikidata.org/entity/Q9395620	Death.	man@woman	http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q467	Allegory
http://www.wikidata.org/entity/Q11076793	A Young Girl Defending Herself against Eros	girl@Eros	http://www.wikidata.org/entity/Q3031@http://www.wikidata.org/entity/Q121973	Allegory
http://www.wikidata.org/entity/Q18599128	Allegory. Sweden, Finland and Mars, the God of War	tree	http://www.wikidata.org/entity/Q10884	Allegory
http://www.wikidata.org/entity/Q12122363	Melancholia	dog@meditation@melancholia@fidelity	http://www.wikidata.org/entity/Q144@http://www.wikidata.org/entity/Q108458@http://www.wikidata.org/entity/Q192077@http://www.wikidata.org/entity/Q2119376	Allegory
http://www.wikidata.org/entity/Q15709488	The Funeral Procession of Love	death@Cupid@palace@Apollo@temple@cliff@watercourse	http://www.wikidata.org/entity/Q4@http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q16560@http://www.wikidata.org/entity/Q37340@http://www.wikidata.org/entity/Q44539@http://www.wikidata.org/entity/Q107679@http://www.wikidata.org/entity/Q355304	Allegory
http://www.wikidata.org/entity/Q3612419	Allegory of Virtues	lion@child@astronomy@sphere@Minerva@astrology@compass@lyre@virtue@angel	http://www.wikidata.org/entity/Q140@http://www.wikidata.org/entity/Q7569@http://www.wikidata.org/entity/Q333@http://www.wikidata.org/entity/Q12507@http://www.wikidata.org/entity/Q126916@http://www.wikidata.org/entity/Q34362@http://www.wikidata.org/entity/Q103896@http://www.wikidata.org/entity/Q201129@http://www.wikidata.org/entity/Q157811@http://www.wikidata.org/entity/Q235113	Allegory
http://www.wikidata.org/entity/Q18575033	Seven Virtues	man@Seven virtues	http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q686919	Allegory
http://www.wikidata.org/entity/Q18573795	The Triumph of the Bourbon Family of Naples	Heracles	http://www.wikidata.org/entity/Q122248	Allegory
http://www.wikidata.org/entity/Q18573916	The Triumph of Religion	God@Virgin Mary@angel	http://www.wikidata.org/entity/Q190@http://www.wikidata.org/entity/Q345@http://www.wikidata.org/entity/Q235113	Allegory
http://www.wikidata.org/entity/Q9391421	The Union of Earth and Water (Antwerp and the Scheldt)	clothed male, naked female@hipshot@fruit@bird's wing@white hair@Dimples of Venus@water@woman@breast@man@nudity@long hair@moustache@Tiger@pearl@wedding@beard@umbilicus@Triton@back@red hair@conch@earring@male toplessness@Nike@nipple@couple@personification@seashell@shore@eye contact@trident@Victoria@cornucopia@barefoot@laurel wreath@glabrousness	http://www.wikidata.org/entity/Q5135552@http://www.wikidata.org/entity/Q3043270@http://www.wikidata.org/entity/Q3314483@http://www.wikidata.org/entity/Q15719234@http://www.wikidata.org/entity/Q6933946@http://www.wikidata.org/entity/Q15223957@http://www.wikidata.org/entity/Q283@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q9103@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q15179@http://www.wikidata.org/entity/Q19939@http://www.wikidata.org/entity/Q43436@http://www.wikidata.org/entity/Q49836@http://www.wikidata.org/entity/Q42804@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q148030@http://www.wikidata.org/entity/Q133279@http://www.wikidata.org/entity/Q152357@http://www.wikidata.org/entity/Q62792@http://www.wikidata.org/entity/Q168456@http://www.wikidata.org/entity/Q2724165@http://www.wikidata.org/entity/Q165023@http://www.wikidata.org/entity/Q188641@http://www.wikidata.org/entity/Q219160@http://www.wikidata.org/entity/Q207174@http://www.wikidata.org/entity/Q213096@http://www.wikidata.org/entity/Q468756@http://www.wikidata.org/entity/Q633546@http://www.wikidata.org/entity/Q271628@http://www.wikidata.org/entity/Q308902@http://www.wikidata.org/entity/Q332682@http://www.wikidata.org/entity/Q808132@http://www.wikidata.org/entity/Q734844@http://www.wikidata.org/entity/Q1544759	Allegory
http://www.wikidata.org/entity/Q18573800	The Austrian Provinces Paying Tribute to the Empire	tribute	http://www.wikidata.org/entity/Q748289	Allegory
http://www.wikidata.org/entity/Q11822573	Polish Prometheus	Russia@Prometheus@November Uprising@eagle	http://www.wikidata.org/entity/Q159@http://www.wikidata.org/entity/Q83160@http://www.wikidata.org/entity/Q462964@http://www.wikidata.org/entity/Q2092297	Allegory
http://www.wikidata.org/entity/Q12077592	Allegory of Music	woman@book	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q571	Allegory
http://www.wikidata.org/entity/Q15707415	Louis XIII Crowned by Victory	woman@man@sword@long hair@La Rochelle@toplessness@blond hair@flight@boot@body armor@lace@Victoria@palm branch@laurel wreath@Louis XIII of France@spur@cane@Van Dyke beard@Order of the Holy Spirit@drapery@brown hair@bird's wing@akimbo	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q12791@http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q82185@http://www.wikidata.org/entity/Q83772@http://www.wikidata.org/entity/Q202466@http://www.wikidata.org/entity/Q206021@http://www.wikidata.org/entity/Q190868@http://www.wikidata.org/entity/Q485027@http://www.wikidata.org/entity/Q231250@http://www.wikidata.org/entity/Q308902@http://www.wikidata.org/entity/Q696809@http://www.wikidata.org/entity/Q734844@http://www.wikidata.org/entity/Q737533@http://www.wikidata.org/entity/Q740732@http://www.wikidata.org/entity/Q1494444@http://www.wikidata.org/entity/Q1776959@http://www.wikidata.org/entity/Q1335445@http://www.wikidata.org/entity/Q3039121@http://www.wikidata.org/entity/Q2367101@http://www.wikidata.org/entity/Q15719234@http://www.wikidata.org/entity/Q16002303	Allegory
http://www.wikidata.org/entity/Q18575018	Seven Liberal Arts	woman@White people@dress@robe@scroll@boy@girl@man@hat@liberal arts education	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q235155@http://www.wikidata.org/entity/Q200539@http://www.wikidata.org/entity/Q345127@http://www.wikidata.org/entity/Q720106@http://www.wikidata.org/entity/Q3010@http://www.wikidata.org/entity/Q3031@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q80151@http://www.wikidata.org/entity/Q189329	Allegory
http://www.wikidata.org/entity/Q15707805	Louis XIII	woman@man@personification@body armor@laurel wreath@Louis XIII of France@Order of the Holy Spirit@standing@drapery@kneeling	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q207174@http://www.wikidata.org/entity/Q485027@http://www.wikidata.org/entity/Q734844@http://www.wikidata.org/entity/Q737533@http://www.wikidata.org/entity/Q1335445@http://www.wikidata.org/entity/Q1986098@http://www.wikidata.org/entity/Q3039121@http://www.wikidata.org/entity/Q8866546	Allegory
http://www.wikidata.org/entity/Q15934368	Wealth	woman@book@putto@wealth@laurel wreath@bijou@goldsmithing	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q571@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q200535@http://www.wikidata.org/entity/Q734844@http://www.wikidata.org/entity/Q3575260@http://www.wikidata.org/entity/Q11202319	Allegory
http://www.wikidata.org/entity/Q334138	L'Origine du monde	woman@abdomen@breast@nudity@umbilicus@bed@pubic hair@thigh@nipple@bed sheet@areola@lower leg@lying@Constance Quéniaux@vulva	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q9597@http://www.wikidata.org/entity/Q9103@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q42177@http://www.wikidata.org/entity/Q54795@http://www.wikidata.org/entity/Q129757@http://www.wikidata.org/entity/Q188641@http://www.wikidata.org/entity/Q391788@http://www.wikidata.org/entity/Q843533@http://www.wikidata.org/entity/Q8265768@http://www.wikidata.org/entity/Q2268776@http://www.wikidata.org/entity/Q56743364@http://www.wikidata.org/entity/Q2192288	Allegory
http://www.wikidata.org/entity/Q17275894	Garland of Flowers around an Allegory of Farming	woman@flower@bird@cloud@nudity@sky@vegetable@tree@blond hair@putto@agriculture@long hair@garland@sitting@wreath@umbilicus@toplessness@back@kneeling@Dimples of Venus@bird's wing@chestnut hair@clothed male, naked female@Erotes@standing@turban@fruit@tent	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q506@http://www.wikidata.org/entity/Q5113@http://www.wikidata.org/entity/Q8074@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q527@http://www.wikidata.org/entity/Q11004@http://www.wikidata.org/entity/Q10884@http://www.wikidata.org/entity/Q202466@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q11451@http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q756600@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q1201922@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q83772@http://www.wikidata.org/entity/Q133279@http://www.wikidata.org/entity/Q8866546@http://www.wikidata.org/entity/Q15223957@http://www.wikidata.org/entity/Q15719234@http://www.wikidata.org/entity/Q5094009@http://www.wikidata.org/entity/Q5135552@http://www.wikidata.org/entity/Q1361380@http://www.wikidata.org/entity/Q1986098@http://www.wikidata.org/entity/Q2460567@http://www.wikidata.org/entity/Q3314483@http://www.wikidata.org/entity/Q170544	Allegory
http://www.wikidata.org/entity/Q17276260	Allegory of Summer	woman@summer@man@cherub	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q1313@http://www.wikidata.org/entity/Q8441@http://www.wikidata.org/entity/Q185569	Allegory
http://www.wikidata.org/entity/Q25541307	La Vue	woman@armpit@sky@breast@long hair@nudity@tree@umbilicus@hip@rural area@putto@areola@fruit tree@blond hair@flight@glabrousness@waist@insect wing@barefoot@grass@chestnut hair@group of humans@fruit	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q499@http://www.wikidata.org/entity/Q527@http://www.wikidata.org/entity/Q9103@http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q10884@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q193818@http://www.wikidata.org/entity/Q175185@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q843533@http://www.wikidata.org/entity/Q904653@http://www.wikidata.org/entity/Q202466@http://www.wikidata.org/entity/Q206021@http://www.wikidata.org/entity/Q1544759@http://www.wikidata.org/entity/Q236232@http://www.wikidata.org/entity/Q276572@http://www.wikidata.org/entity/Q808132@http://www.wikidata.org/entity/Q643352@http://www.wikidata.org/entity/Q5094009@http://www.wikidata.org/entity/Q16334295@http://www.wikidata.org/entity/Q3314483	Allegory
http://www.wikidata.org/entity/Q25541602	Le Toucher	woman@sky@flower@cloud@mountain@breast@nudity@Hedera@spring@tree@umbilicus@aquatic plant@hip@rural area@putto@watercourse@barefoot@brown hair@sitting@grass@chignon@drapery@water lily@chestnut hair@Dimples of Venus@group of humans	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q527@http://www.wikidata.org/entity/Q506@http://www.wikidata.org/entity/Q8074@http://www.wikidata.org/entity/Q8502@http://www.wikidata.org/entity/Q9103@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q26771@http://www.wikidata.org/entity/Q124714@http://www.wikidata.org/entity/Q10884@http://www.wikidata.org/entity/Q43801@http://www.wikidata.org/entity/Q186101@http://www.wikidata.org/entity/Q193818@http://www.wikidata.org/entity/Q175185@http://www.wikidata.org/entity/Q284865@http://www.wikidata.org/entity/Q355304@http://www.wikidata.org/entity/Q808132@http://www.wikidata.org/entity/Q2367101@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q643352@http://www.wikidata.org/entity/Q1279269@http://www.wikidata.org/entity/Q3039121@http://www.wikidata.org/entity/Q3347071@http://www.wikidata.org/entity/Q5094009@http://www.wikidata.org/entity/Q15223957@http://www.wikidata.org/entity/Q16334295	Allegory
http://www.wikidata.org/entity/Q4311873	Hope	human pregnancy@woman	http://www.wikidata.org/entity/Q11995@http://www.wikidata.org/entity/Q467	Allegory
http://www.wikidata.org/entity/Q3983114	Temperance	water@woman@sandal@throne@sitting@temperance@wash basin@dress@pitcher	http://www.wikidata.org/entity/Q283@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q131704@http://www.wikidata.org/entity/Q189233@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q1147795@http://www.wikidata.org/entity/Q2383211@http://www.wikidata.org/entity/Q200539@http://www.wikidata.org/entity/Q132397	Allegory
http://www.wikidata.org/entity/Q3966500	Hope	woman@sandal@prayer@throne@sitting@hope@dress	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q131704@http://www.wikidata.org/entity/Q40953@http://www.wikidata.org/entity/Q189233@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q1812977@http://www.wikidata.org/entity/Q200539	Allegory
http://www.wikidata.org/entity/Q17342584	Allegorical depiction of Mars (Friedrich Wilhelm, elector of Brandenburg?) receiving the weapons of Venus (Louisa Henrietta, countess of Nassau?) and Vulcan	Mars	http://www.wikidata.org/entity/Q112	Allegory
http://www.wikidata.org/entity/Q17323883	Allegory of the Triumphal Procession of the Prince of Orange, later King William II, as the Hero of Waterloo, 1815	horse	http://www.wikidata.org/entity/Q726	Allegory
http://www.wikidata.org/entity/Q12139744	Triumphant Cupid among Emplems of Art and War	Cupid@globe	http://www.wikidata.org/entity/Q5011@http://www.wikidata.org/entity/Q133792	Allegory
http://www.wikidata.org/entity/Q17493359	The siege of Paris	horse@child@Paris@flag@Germany@cadaver@woman@cannon@city@old age@soldier	http://www.wikidata.org/entity/Q726@http://www.wikidata.org/entity/Q7569@http://www.wikidata.org/entity/Q90@http://www.wikidata.org/entity/Q14660@http://www.wikidata.org/entity/Q183@http://www.wikidata.org/entity/Q48422@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q81103@http://www.wikidata.org/entity/Q515@http://www.wikidata.org/entity/Q191089@http://www.wikidata.org/entity/Q4991371	Allegory
http://www.wikidata.org/entity/Q17341246	A Young Woman Warming her Hands over a Brazier: Allegory of Winter	woman	http://www.wikidata.org/entity/Q467	Allegory
http://www.wikidata.org/entity/Q17342608	Three Regentesses and the ‘House Mother’ of the Amsterdam Lepers’ Asylum	woman@Rich man and Lazarus	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q840339	Allegory
http://www.wikidata.org/entity/Q3998937	Triumph of Chastity	mons pubis	http://www.wikidata.org/entity/Q11722446	Allegory
http://www.wikidata.org/entity/Q25541017	L'Odorat	long hair@toplessness@back@buttocks@hip@rural area@contrapposto@fruit tree@standing@intergluteal cleft@blossom@gathering@barefoot@grass@garden@Gluteal sulcus@group of humans@drapery@treelet@sitting@woman@breast@sky@nudity@tree	http://www.wikidata.org/entity/Q14130@http://www.wikidata.org/entity/Q83772@http://www.wikidata.org/entity/Q133279@http://www.wikidata.org/entity/Q42165@http://www.wikidata.org/entity/Q193818@http://www.wikidata.org/entity/Q175185@http://www.wikidata.org/entity/Q514847@http://www.wikidata.org/entity/Q904653@http://www.wikidata.org/entity/Q1986098@http://www.wikidata.org/entity/Q2044369@http://www.wikidata.org/entity/Q2047589@http://www.wikidata.org/entity/Q2991771@http://www.wikidata.org/entity/Q808132@http://www.wikidata.org/entity/Q643352@http://www.wikidata.org/entity/Q1107656@http://www.wikidata.org/entity/Q5572480@http://www.wikidata.org/entity/Q16334295@http://www.wikidata.org/entity/Q3039121@http://www.wikidata.org/entity/Q3305192@http://www.wikidata.org/entity/Q1144593@http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q9103@http://www.wikidata.org/entity/Q527@http://www.wikidata.org/entity/Q10791@http://www.wikidata.org/entity/Q10884	Allegory
http://www.wikidata.org/entity/Q17338285	Peace Urges the Churches to Tolerance	Martin Luther@John Calvin@pope@charity	http://www.wikidata.org/entity/Q9554@http://www.wikidata.org/entity/Q37577@http://www.wikidata.org/entity/Q19546@http://www.wikidata.org/entity/Q456673	Allegory
http://www.wikidata.org/entity/Q18749037	Allegory of Grammar	woman@crock@flowerpot	http://www.wikidata.org/entity/Q467@http://www.wikidata.org/entity/Q3399907@http://www.wikidata.org/entity/Q869381	Allegory
